Date,Open,High,Low,Close,Volume
2010-01-04,7.802336787132848,7.880465507507324,7.77488585086279,7.880465507507324,13303600
2010-01-05,7.893133179443966,7.903690981094917,7.770660424868766,7.812892436981201,21396400
2010-01-06,7.770663453807065,7.918475151062012,7.770663453807065,7.918475151062012,18720600
2010-01-07,7.86990522930262,7.907913958188585,7.8276732188172575,7.844566345214844,10964600
2010-01-08,7.846678036553843,7.895244569489632,7.783330419920582,7.802334785461426,14624200
2010-01-11,7.857237040156622,7.88468797358277,7.732653026002585,7.776997089385986,15317700
2010-01-12,7.726318558676052,7.745322927255546,7.610181108694161,7.6777520179748535,14886200
2010-01-13,7.7199838436984525,7.757992579902521,7.567948898882176,7.665081977844238,23228200
2010-01-14,7.660859345328974,7.698868084757456,7.50882519312387,7.532052040100098,20073400
2010-01-15,7.5109338396069285,7.622847975129131,7.498263995667066,7.548942565917969,21169000
2010-01-18,7.580620019787293,7.743211989689871,7.553169082247982,7.7178730964660645,23168400
2010-01-19,7.696758361888035,7.738990392404297,7.652415092325003,7.681977272033691,16895900
2010-01-20,7.622851648176297,7.6334102593014235,7.445477775093915,7.485598564147949,18757500
2010-01-21,7.513045912214465,7.538384794684112,7.240650307762964,7.249096870422363,24553000
2010-01-22,7.2026438968626305,7.348343524789369,7.192086092898457,7.337785720825195,19025100
2010-01-26,7.240655289622469,7.2512130974566364,7.105513416123285,7.158303260803223,20281200
2010-01-27,7.158298715903897,7.240650692436776,7.075945933862426,7.20264196395874,19908600
2010-01-28,7.3061102501179445,7.325114616196931,7.151964083258909,7.30822229385376,13819200
2010-01-29,7.344119290077786,7.40113239070424,7.164634229427199,7.2153120040893555,16106700
2010-02-01,7.240652280801234,7.282884300097675,7.158300286202997,7.242763519287109,15869300
2010-02-02,7.287106759567356,7.32089221382161,7.192085723264546,7.200531482696533,15289600
2010-02-03,7.189975542616817,7.217426483034027,7.122404616596743,7.187864303588867,16091200
2010-02-04,7.14563056803416,7.166746175310001,6.782436323226438,6.8204450607299805,24280300
2010-02-05,6.714863155465278,6.814108248409967,6.486811209880721,6.655738830566406,29033800
2010-02-08,6.714864610943959,6.811997681620019,6.6346242657226195,6.702195167541504,18684700
2010-02-09,6.799329885460324,6.900686256740012,6.778213471334033,6.80777645111084,18104200
2010-02-10,6.8267811740508515,6.911244418396705,6.708531665356004,6.892240047454834,21909900
2010-02-11,6.945030142273106,7.067502938685386,6.911244682143669,7.044275283813477,24110900
2010-02-12,6.968255933914093,7.183638486714298,6.957698131479598,7.13718318939209,19127100
2010-02-17,7.261767082670695,7.284994730984208,7.1857496174659925,7.232204914093018,16622400
2010-02-18,7.230091818089808,7.325112819671631,7.1414045296360396,7.325112819671631,17017800
2010-02-19,7.26810225642472,7.316669601179043,7.2132011963454365,7.253321170806885,11889400
2010-02-22,7.284995249518621,7.367347240849173,7.265990881864745,7.316669464111328,19817500
2010-02-23,7.2659920889622835,7.316670679628088,7.179416800936057,7.219536781311035,16937500
2010-02-24,7.2406514121313945,7.253320452544267,7.103397567261665,7.166745185852051,13563100
2010-02-25,7.069614608386165,7.2849972319035174,7.02315929581116,7.259658336639404,18650100
2010-02-26,7.3039990118908,7.3377844620858115,7.2237582656118935,7.30822229385376,17804300
2010-03-01,7.352566758832771,7.401133301153705,7.268102716660571,7.375794410705566,16959300
2010-03-02,7.44336355619298,7.5003766503057046,7.415912628173828,7.415912628173828,17108100
2010-03-03,7.449697530320692,7.563723710195042,7.401131003079813,7.422247409820557,19957600
2010-03-04,7.472927901545996,7.494044315991252,7.350455919798902,7.432807922363281,14068900
2010-03-05,7.5362771946644855,7.584843750328115,7.475041593050621,7.561616897583008,28235000
2010-03-08,7.589062200099525,7.599620805677846,7.477148069444224,7.538384437561035,15902100
2010-03-09,7.4961505524099685,7.781215110368714,7.487703992268357,7.707309722900391,68696600
2010-03-10,7.787553551917194,7.846677885569424,7.738987019915914,7.812892436981201,32196400
2010-03-11,7.798110253337699,7.912136428300805,7.772771371848737,7.82344913482666,19449600
2010-03-12,7.855126080589417,7.899469340038606,7.825563907623291,7.825563907623291,13940300
2010-03-15,7.762214051893837,7.8614591619680665,7.70097847861164,7.764326095581055,19839600
2010-03-16,7.798111099941876,7.857235431671143,7.749544569520177,7.857235431671143,12807500
2010-03-17,7.903690676589189,7.914248477833379,7.798111053130085,7.844566345214844,10298100
2010-03-18,7.842454668965941,7.897356526820847,7.762213925836501,7.817115783691406,12061700
2010-03-19,7.812894703509153,7.831899074197503,7.63552084558751,7.650301933288574,24306500
2010-03-22,7.519382783999002,7.677752258622371,7.496155132172833,7.652413368225098,13489200
2010-03-23,7.68197689742252,7.690422658706728,7.5404997229185176,7.563727378845215,17207000
2010-03-24,7.559502121321779,7.7220948648394225,7.517270103893644,7.620738506317139,18683500
2010-03-25,7.671418169787166,7.692533778723574,7.432807922363281,7.432807922363281,17698800
2010-03-26,7.4771495000701265,7.506711668125217,7.24276258833524,7.284994602203369,28820300
2010-03-29,7.335675123787757,7.432808217567163,7.204755765554076,7.369460582733154,19312800
2010-03-30,7.4095812042115785,7.453924471878834,7.339898236012506,7.348344802856445,12365900
2010-03-31,7.306113393180089,7.47292947769165,7.287109018925493,7.47292947769165,16551700
2010-04-01,7.529938202762448,7.580616773013351,7.506710558293641,7.548942565917969,13721900
2010-04-05,7.59117465040525,7.654522259728882,7.5637237243452065,7.603843688964844,12120300
2010-04-06,7.584842712792863,7.688311138450755,7.5658391464670185,7.618628978729248,13410200
2010-04-07,7.589062859241371,7.652411276179325,7.515157446825199,7.559500694274902,15079400
2010-04-08,7.513050341919379,7.580621272017387,7.4877106390008565,7.561616897583008,13552100
2010-04-09,7.559503935826826,7.620740335520736,7.439143180847168,7.439143180847168,17017800
2010-04-12,7.443363516474301,7.481372245679965,7.238538787478069,7.26176643371582,29883800
2010-04-13,7.2786619380059525,7.304000830584419,7.158301191372146,7.219536781311035,19661600
2010-04-14,7.242762716369519,7.282883492732379,7.189972899478329,7.232204914093018,17377900
2010-04-15,7.2385385479281465,7.274436037882675,7.082281160150314,7.094950199127197,43408800
2010-04-16,7.0738386953272565,7.09073183109477,6.909134649139249,6.957701206207275,48889400
2010-04-19,6.883793419327795,7.084394931793213,6.864789048557201,7.084394931793213,23996300
2010-04-20,7.137183873800391,7.242763519287109,7.137183873800391,7.242763519287109,22158800
2010-04-22,7.158299316502374,7.187861484352606,7.0548309235179,7.149852752685547,19873300
2010-04-23,7.142045687234285,7.2335286140441895,7.1356634216922155,7.2335286140441895,12312800
2010-04-26,7.254803020059146,7.271823476115363,7.086730480194092,7.086730480194092,13810200
2010-04-27,7.035670905742963,7.042053171864963,6.8293023109436035,6.8293023109436035,23019700
2010-04-28,6.876107299665383,7.020777940331962,6.786751927829557,6.890999794006348,17380900
2010-04-29,6.986738254354506,7.042053120696882,6.9186580442807575,7.025033473968506,11932800
2010-04-30,6.980356055292655,7.063328761392846,6.927168339938161,6.9782280921936035,15687800
2010-05-03,6.925039303906126,6.942059759740958,6.693140868426578,6.701651096343994,28849400
2010-05-04,6.63782593028228,6.652718423168625,6.363377170096783,6.47613525390625,39268400
2010-05-05,6.3825271138992115,6.554855232353249,6.331466945682835,6.427204608917236,29471100
2010-05-06,6.401672428533972,6.5484706130521095,6.020848252732284,6.34210205078125,32015500
2010-05-07,6.38039775066084,6.448477955684211,6.199559452448739,6.3293375968933105,24546000
2010-05-10,6.59527557645422,6.616550740116911,6.414437294006348,6.414437294006348,20988100
2010-05-11,6.3442314529334665,6.442097073005883,6.297426403379775,6.3016815185546875,17334600
2010-05-12,6.371888664263345,6.382526045356241,6.312318275088925,6.361250877380371,15380800
2010-05-13,6.425076736005819,6.469754226010506,6.3718890160249435,6.382526397705078,16122900
2010-05-14,6.337848222197887,6.403800874219497,6.23572750247952,6.401673316955566,24270200
2010-05-17,6.425075515365598,6.4654978827027225,6.288914702145212,6.350612640380859,26530800
2010-05-18,6.408054536026633,6.412309243799886,6.205941105463467,6.216578483581543,17679200
2010-05-19,6.150628482519865,6.2697688728208165,6.074038028717041,6.074038028717041,25227200
2010-05-20,5.957023743465436,5.978298909421535,5.835755825042725,5.835755825042725,25639300
2010-05-21,5.846392986694248,5.967660900586177,5.771930111524986,5.867668151855469,28529000
2010-05-24,5.871953715590675,5.953389800076554,5.807662414157929,5.818377494812012,14996100
2010-05-25,5.636219263782214,5.726227347031974,5.571927950927043,5.68979549407959,24219500
2010-05-26,5.790517164817282,5.876239023358346,5.706937995079938,5.796946048736572,20468900
2010-05-27,5.893383967462182,5.98339202986086,5.871953398556953,5.959818363189697,18332900
2010-05-28,5.959818363189697,5.959818363189697,5.959818363189697,5.959818363189697,0
2010-05-31,6.045538905572197,6.343422889709473,6.045538905572197,6.343422889709473,14270600
2010-06-01,6.214842155081627,6.3627126518433545,6.103403507992957,6.139835357666016,25987900
2010-06-02,6.137693281721249,6.289849999960985,6.137693281721249,6.236273765563965,13859300
2010-06-04,6.186980747523069,6.3605675488950695,6.16126398754935,6.268416404724121,15178000
2010-06-07,6.311280268046613,6.446292192298778,6.285563496936853,6.326281547546387,16452000
2010-06-08,6.377711845455227,6.435574248160673,6.309134364657972,6.356281280517578,16120800
2010-06-09,6.407716105410747,6.510582354127064,6.332709312438965,6.332709312438965,20135000
2010-06-10,6.429146845497295,6.482723069209772,6.377713719783815,6.407716274261475,17889600
2010-06-11,6.362714275181437,6.390573739684392,6.3048518388049954,6.347712993621826,11613900
2010-06-14,6.407716087497249,6.416288479243379,6.219127965377888,6.22555685043335,15282500
2010-06-15,6.2362714565519255,6.266274005904302,6.156978479151113,6.214840888977051,12607800
2010-06-16,6.182696523062808,6.386285935323183,6.171981032678054,6.354140281677246,24436900
2010-06-17,6.364856499833922,6.397002157155465,6.283420398614855,6.326281547546387,15576800
2010-06-18,6.341282926945713,6.3562842066818135,6.268419217866754,6.319852352142334,12366200
2010-06-21,6.366999178784478,6.42271850880087,6.296278569293328,6.300564765930176,23758300
2010-06-22,6.298419383707392,6.34770980964925,6.216983720908164,6.238414287567139,19578200
2010-06-23,6.257703944629611,6.2855634048992215,6.077687775759841,6.107690334320068,24118000
2010-06-24,6.096974463453016,6.096974463453016,5.891241550445557,5.891241550445557,21828900
2010-06-25,5.8612377762426275,6.011250927192904,5.8526653859719495,5.981248378753662,10738000
2010-06-28,5.983393672308299,6.013396231758889,5.859096829043292,5.876241207122803,7278900
2010-06-29,5.786231093308875,5.807661660590463,5.724082489067676,5.7497992515563965,16290900
2010-06-30,5.777659562350124,5.893384397632899,5.747657008945316,5.756229400634766,18010900
2010-07-01,5.809805720060984,5.83123588213646,5.638361562178189,5.668364524841309,18632300
2010-07-02,5.726227276916138,5.784089703029803,5.683366538455572,5.736942768096924,10088300
2010-07-05,5.739085236816999,5.79694724782963,5.687652111053467,5.687652111053467,6883900
2010-07-06,5.786230969701713,5.850522261418996,5.734797854577074,5.796946048736572,15896300
2010-07-07,5.829092284334813,5.897669773296904,5.739084227883549,5.871953010559082,16555400
2010-07-08,5.889098089758742,5.923386838355994,5.831235673218083,5.910528659820557,10498100
2010-07-12,5.919100877914804,5.94481723423218,5.824806617658159,5.835521697998047,9365000
2010-07-13,5.8719545216736435,5.891241996502015,5.801233916887677,5.850523948669434,12667200
2010-07-14,5.796947720535998,5.8719545216736435,5.7712313599342915,5.850523948669434,11099800
2010-07-15,5.850522545696022,5.850522545696022,5.758371798758061,5.809804916381836,7914000
2010-07-16,5.794804732053258,5.805519813625283,5.724083722162913,5.751943588256836,9806100
2010-07-19,5.754085940887856,5.799089768165168,5.717654096006843,5.775516510009766,12468700
2010-07-20,5.736943685522399,5.96196372249856,5.724085094049169,5.92553186416626,16035400
2010-07-21,5.96410505376397,6.011251982265557,5.869810788006659,5.8933844566345215,11651800
2010-07-22,5.966246652746244,6.060540894813041,5.931957911768142,5.996249198913574,13382700
2010-07-23,5.998391838877314,6.01125001357502,5.912669992969268,5.955531120300293,12762200
2010-07-26,5.955534590859819,6.009110826867896,5.936247113196572,5.979107856750488,7666200
2010-07-27,6.000535393724346,6.034824134702448,5.970532847557015,5.996249198913574,10359400
2010-07-28,5.989820556949232,6.011250714359042,5.942673229637928,5.957674503326416,11317300
2010-07-29,5.966247635020748,5.989821301607091,5.921243399606284,5.944817066192627,10324200
2010-07-30,5.927673373881124,5.985535793738338,5.882669542050501,5.968391418457031,12928700
2010-08-02,6.037465782909898,6.1648202991990795,6.0331489946795545,6.138917922973633,17740200
2010-08-03,6.130284698320921,6.374201189518099,6.087113925765341,6.277066230773926,24018500
2010-08-04,6.3375038258539815,6.376357797209289,6.272747069691538,6.333186626434326,20894700
2010-08-05,6.318074306823411,6.3634036474217375,6.281378949891638,6.352611064910889,11125200
2010-08-06,6.302966672062122,6.35693042640611,6.246844318139082,6.27922248840332,11196700
2010-08-09,6.3353444087209265,6.3353444087209265,6.216623910263191,6.223099708557129,10274900
2010-08-10,6.177770811837274,6.177770811837274,6.0827944883995855,6.13244104385376,16439600
2010-08-11,6.052574647333743,6.078477017844389,5.9360127449035645,5.9360127449035645,16895900
2010-08-12,5.910109140474831,6.013719843235489,5.87125559011412,5.942487716674805,13560300
2010-08-13,5.968392890574436,6.00508827070999,5.936014710857393,5.970551490783691,12344200
2010-08-16,5.9597578048706055,6.0007699661676615,5.955440605246447,5.9597578048706055,15292800
2010-08-17,5.992136375636063,6.162661654980225,5.992136375636063,6.108697891235352,15546700
2010-08-18,6.10653953234517,6.119490720002985,5.959758033187156,5.974867820739746,20458600
2010-08-19,5.808659617018372,5.912269946746545,5.765488440442874,5.7805986404418945,26365800
2010-08-20,5.774122840442314,5.84535499359429,5.733110263866676,5.7805986404418945,17204600
2010-08-23,5.810817294614666,5.8690982502268705,5.754694938659668,5.754694938659668,10445000
2010-08-24,5.720158758320388,5.795708107281881,5.64245080947876,5.64245080947876,15741900
2010-08-25,5.627341312270492,5.674829688661168,5.504303994732559,5.629499912261963,21490600
2010-08-26,5.763327926135379,5.763327926135379,5.547472953796387,5.547472953796387,22021900
2010-08-27,5.601438186014021,5.739585273289726,5.530206042673635,5.733109474182129,14878800
2010-08-30,5.6877791819612,5.705047565036207,5.493509769439697,5.493509769439697,22067300
2010-08-31,5.508619711932053,5.625181198120117,5.508619711932053,5.625181198120117,15881100
2010-09-01,5.6769868702142405,5.869098118278699,5.6446086995056435,5.834561347961426,19359200
2010-09-02,5.80434187116484,6.076319269907047,5.771963697633561,5.95759916305542,26761400
2010-09-03,6.108697221135364,6.2425275216947655,6.054733463310102,6.216624736785889,46190200
2010-09-06,6.298649472904017,6.322393656562819,6.17992896632078,6.27922248840332,19635800
2010-09-08,6.110856342514795,6.147551717436953,5.998612029556576,6.007246017456055,32338400
2010-09-09,6.0590511756982,6.074160963294721,5.8690989132249145,5.916586875915527,20191800
2010-09-10,5.936011876502505,6.030988181805539,5.916584895606186,5.940329074859619,16665300
2010-09-13,5.989977775680967,6.113015091145543,5.9468066000007305,6.108697891235352,24171200
2010-09-14,6.084954980911139,6.166979732320959,5.795709133148193,5.795709133148193,39196800
2010-09-15,5.612230445494612,5.741743538117412,5.55826669121101,5.709365367889404,40928700
2010-09-16,5.6359747894087695,5.759012086800726,5.623023191580617,5.689938545227051,20305300
2010-09-17,5.640290432333271,5.728791352688793,5.633815046444094,5.707205772399902,18012500
2010-09-20,5.702888948603065,5.920902541591092,5.655400998216746,5.84967041015625,26848600
2010-09-21,5.853988859681565,5.882049833698746,5.687780380249023,5.687780380249023,28615300
2010-09-22,5.631658157647515,5.7050489058929905,5.57337719668008,5.607913970947266,43614700
2010-09-23,5.594962253099518,5.927378776834442,5.594962253099518,5.784914493560791,55285600
2010-09-24,5.838879425879687,5.847513826222626,5.676988124847412,5.676988124847412,85873800
2010-09-27,5.685620855483477,5.761170189453998,5.623022706513096,5.720157623291016,57987900
2010-09-28,5.776280692531805,5.8043416654749596,5.709365748043668,5.76332950592041,34634300
2010-09-29,5.7417433192306895,5.9360127449035645,5.728792133975366,5.9360127449035645,77343700
2010-09-30,5.968389728264932,6.033146465099008,5.875572027000228,5.890682220458984,35377400
2010-10-01,5.95328112914758,5.979183911368984,5.895000177932491,5.9360127449035645,22431100
2010-10-04,5.931696537310392,6.011563085106706,5.903635562615421,5.910110950469971,25001100
2010-10-05,5.955440803504313,5.957599403388253,5.776281130245636,5.8237690925598145,42377800
